collision_id,type,species,threshold_eV,energy_eV,cross_section_m2
C30,EXCITATION,Ar,14.503,30.0,1.44e-23
C30,EXCITATION,Ar,14.503,31.0,1.44e-23
C30,EXCITATION,Ar,14.503,32.0,1.43e-23
C30,EXCITATION,Ar,14.503,33.0,1.42e-23
C30,EXCITATION,Ar,14.503,34.0,1.41e-23
C30,EXCITATION,Ar,14.503,35.0,1.4e-23
C30,EXCITATION,Ar,14.503,36.0,1.39e-23
C30,EXCITATION,Ar,14.503,37.0,1.38e-23
C30,EXCITATION,Ar,14.503,38.0,1.36e-23
C30,EXCITATION,Ar,14.503,39.0,1.35e-23
C30,EXCITATION,Ar,14.503,40.0,1.34e-23
C30,EXCITATION,Ar,14.503,41.0,1.32e-23
C30,EXCITATION,Ar,14.503,42.0,1.31e-23
C30,EXCITATION,Ar,14.503,43.0,1.29e-23
C30,EXCITATION,Ar,14.503,44.0,1.28e-23
C30,EXCITATION,Ar,14.503,45.0,1.26e-23
C30,EXCITATION,Ar,14.503,55.0,1.12e-23
C30,EXCITATION,Ar,14.503,60.0,1.06e-23
C30,EXCITATION,Ar,14.503,65.0,1e-23
C30,EXCITATION,Ar,14.503,70.0,9.49e-24
C30,EXCITATION,Ar,14.503,75.0,9.01e-24
C30,EXCITATION,Ar,14.503,80.0,8.58e-24
C30,EXCITATION,Ar,14.503,85.0,8.18e-24
C30,EXCITATION,Ar,14.503,90.0,7.81e-24
C30,EXCITATION,Ar,14.503,95.0,7.47e-24
C30,EXCITATION,Ar,14.503,100.0,7.17e-24
C31,EXCITATION,Ar,14.522,14.522,0.0
C31,EXCITATION,Ar,14.522,14.6,3.95e-25
C31,EXCITATION,Ar,14.522,14.7,8.87e-25
C31,EXCITATION,Ar,14.522,14.8,1.36e-24
C31,EXCITATION,Ar,14.522,14.9,1.81e-24
C31,EXCITATION,Ar,14.522,15.0,2.25e-24
C31,EXCITATION,Ar,14.522,15.1,2.66e-24
C31,EXCITATION,Ar,14.522,15.2,3.06e-24
C31,EXCITATION,Ar,14.522,15.3,3.45e-24
C31,EXCITATION,Ar,14.522,15.4,3.82e-24
C31,EXCITATION,Ar,14.522,15.5,4.17e-24
C31,EXCITATION,Ar,14.522,15.6,4.51e-24
C31,EXCITATION,Ar,14.522,15.7,4.83e-24
C31,EXCITATION,Ar,14.522,15.8,5.14e-24
C31,EXCITATION,Ar,14.522,15.9,5.44e-24
C31,EXCITATION,Ar,14.522,16.0,5.73e-24
C31,EXCITATION,Ar,14.522,16.1,6e-24
C31,EXCITATION,Ar,14.522,16.2,6.27e-24
C31,EXCITATION,Ar,14.522,16.3,6.52e-24
C31,EXCITATION,Ar,14.522,16.4,6.76e-24
C31,EXCITATION,Ar,14.522,16.5,6.99e-24
C31,EXCITATION,Ar,14.522,16.6,7.21e-24
C31,EXCITATION,Ar,14.522,16.7,7.42e-24
C31,EXCITATION,Ar,14.522,16.8,7.63e-24
C31,EXCITATION,Ar,14.522,16.9,7.82e-24
C31,EXCITATION,Ar,14.522,17.0,8.01e-24
C31,EXCITATION,Ar,14.522,17.1,8.19e-24
C31,EXCITATION,Ar,14.522,17.2,8.36e-24
C31,EXCITATION,Ar,14.522,17.3,8.52e-24
C31,EXCITATION,Ar,14.522,17.4,8.67e-24
C31,EXCITATION,Ar,14.522,17.5,8.82e-24
C31,EXCITATION,Ar,14.522,17.6,8.96e-24
C31,EXCITATION,Ar,14.522,17.7,9.1e-24
C31,EXCITATION,Ar,14.522,17.8,9.23e-24
C31,EXCITATION,Ar,14.522,17.9,9.35e-24
C31,EXCITATION,Ar,14.522,18.0,9.47e-24
C31,EXCITATION,Ar,14.522,18.1,9.58e-24
C31,EXCITATION,Ar,14.522,18.2,9.69e-24
C31,EXCITATION,Ar,14.522,18.3,9.79e-24
C31,EXCITATION,Ar,14.522,18.4,9.89e-24
C31,EXCITATION,Ar,14.522,18.5,9.98e-24
C31,EXCITATION,Ar,14.522,18.6,1.01e-23
C31,EXCITATION,Ar,14.522,18.7,1.01e-23
C31,EXCITATION,Ar,14.522,18.8,1.02e-23
C31,EXCITATION,Ar,14.522,18.9,1.03e-23
C31,EXCITATION,Ar,14.522,19.0,1.04e-23
C31,EXCITATION,Ar,14.522,19.1,1.04e-23
C31,EXCITATION,Ar,14.522,19.2,1.05e-23
C31,EXCITATION,Ar,14.522,19.3,1.06e-23
C31,EXCITATION,Ar,14.522,19.4,1.06e-23
C31,EXCITATION,Ar,14.522,19.5,1.07e-23
C31,EXCITATION,Ar,14.522,19.6,1.07e-23
C31,EXCITATION,Ar,14.522,19.7,1.08e-23
C31,EXCITATION,Ar,14.522,19.8,1.08e-23
C31,EXCITATION,Ar,14.522,19.9,1.08e-23
C31,EXCITATION,Ar,14.522,21.0,1.11e-23
C31,EXCITATION,Ar,14.522,22.0,1.12e-23
C31,EXCITATION,Ar,14.522,23.0,1.11e-23
C31,EXCITATION,Ar,14.522,24.0,1.09e-23
C31,EXCITATION,Ar,14.522,25.0,1.07e-23
C31,EXCITATION,Ar,14.522,26.0,1.04e-23
C31,EXCITATION,Ar,14.522,27.0,1.01e-23
C31,EXCITATION,Ar,14.522,28.0,9.75e-24
C31,EXCITATION,Ar,14.522,29.0,9.43e-24
C31,EXCITATION,Ar,14.522,30.0,9.1e-24
C31,EXCITATION,Ar,14.522,31.0,8.78e-24
C31,EXCITATION,Ar,14.522,32.0,8.47e-24
C31,EXCITATION,Ar,14.522,33.0,8.17e-24
C31,EXCITATION,Ar,14.522,34.0,7.87e-24
C31,EXCITATION,Ar,14.522,35.0,7.59e-24
C31,EXCITATION,Ar,14.522,36.0,7.31e-24
C31,EXCITATION,Ar,14.522,37.0,7.05e-24
C31,EXCITATION,Ar,14.522,38.0,6.8e-24
C31,EXCITATION,Ar,14.522,39.0,6.55e-24
C31,EXCITATION,Ar,14.522,40.0,6.32e-24
C31,EXCITATION,Ar,14.522,41.0,6.1e-24
C31,EXCITATION,Ar,14.522,42.0,5.89e-24
C31,EXCITATION,Ar,14.522,43.0,5.69e-24
C31,EXCITATION,Ar,14.522,44.0,5.5e-24
C31,EXCITATION,Ar,14.522,45.0,5.31e-24
C31,EXCITATION,Ar,14.522,55.0,3.86e-24
C31,EXCITATION,Ar,14.522,60.0,3.34e-24
C31,EXCITATION,Ar,14.522,65.0,2.92e-24
C31,EXCITATION,Ar,14.522,70.0,2.57e-24
C31,EXCITATION,Ar,14.522,75.0,2.28e-24
C31,EXCITATION,Ar,14.522,80.0,2.03e-24
C31,EXCITATION,Ar,14.522,85.0,1.82e-24
C31,EXCITATION,Ar,14.522,90.0,1.65e-24
C31,EXCITATION,Ar,14.522,95.0,1.49e-24
C31,EXCITATION,Ar,14.522,100.0,1.36e-24
C32,EXCITATION,Ar,14.526,14.526,0.0
C32,EXCITATION,Ar,14.526,14.6,2.59e-25
C32,EXCITATION,Ar,14.526,14.7,6.03e-25
C32,EXCITATION,Ar,14.526,14.8,9.38e-25
C32,EXCITATION,Ar,14.526,14.9,1.26e-24
C32,EXCITATION,Ar,14.526,15.0,1.58e-24
C32,EXCITATION,Ar,14.526,15.1,1.89e-24
C32,EXCITATION,Ar,14.526,15.2,2.19e-24
C32,EXCITATION,Ar,14.526,15.3,2.48e-24
C32,EXCITATION,Ar,14.526,15.4,2.77e-24
C32,EXCITATION,Ar,14.526,15.5,3.05e-24
C32,EXCITATION,Ar,14.526,15.6,3.32e-24
C32,EXCITATION,Ar,14.526,15.7,3.58e-24
C32,EXCITATION,Ar,14.526,15.8,3.83e-24
C32,EXCITATION,Ar,14.526,15.9,4.08e-24
C32,EXCITATION,Ar,14.526,16.0,4.33e-24
C32,EXCITATION,Ar,14.526,16.1,4.56e-24
C32,EXCITATION,Ar,14.526,16.2,4.79e-24
C32,EXCITATION,Ar,14.526,16.3,5.02e-24
C32,EXCITATION,Ar,14.526,16.4,5.24e-24
C32,EXCITATION,Ar,14.526,16.5,5.45e-24
C32,EXCITATION,Ar,14.526,16.6,5.66e-24
C32,EXCITATION,Ar,14.526,16.7,5.86e-24
C32,EXCITATION,Ar,14.526,16.8,6.05e-24
C32,EXCITATION,Ar,14.526,16.9,6.25e-24
C32,EXCITATION,Ar,14.526,17.0,6.43e-24
C32,EXCITATION,Ar,14.526,17.1,6.62e-24
C32,EXCITATION,Ar,14.526,17.2,6.79e-24
C32,EXCITATION,Ar,14.526,17.3,6.97e-24
C32,EXCITATION,Ar,14.526,17.4,7.13e-24
C32,EXCITATION,Ar,14.526,17.5,7.3e-24
C32,EXCITATION,Ar,14.526,17.6,7.46e-24
C32,EXCITATION,Ar,14.526,17.7,7.61e-24
C32,EXCITATION,Ar,14.526,17.8,7.77e-24
C32,EXCITATION,Ar,14.526,17.9,7.91e-24
C32,EXCITATION,Ar,14.526,18.0,8.06e-24
C32,EXCITATION,Ar,14.526,18.1,8.2e-24
C32,EXCITATION,Ar,14.526,18.2,8.34e-24
C32,EXCITATION,Ar,14.526,18.3,8.47e-24
C32,EXCITATION,Ar,14.526,18.4,8.6e-24
C32,EXCITATION,Ar,14.526,18.5,8.73e-24
C32,EXCITATION,Ar,14.526,18.6,8.85e-24
C32,EXCITATION,Ar,14.526,18.7,8.97e-24
C32,EXCITATION,Ar,14.526,18.8,9.09e-24
C32,EXCITATION,Ar,14.526,18.9,9.2e-24
C32,EXCITATION,Ar,14.526,19.0,9.31e-24
C32,EXCITATION,Ar,14.526,19.1,9.42e-24
C32,EXCITATION,Ar,14.526,19.2,9.53e-24
C32,EXCITATION,Ar,14.526,19.3,9.63e-24
C32,EXCITATION,Ar,14.526,19.4,9.73e-24
C32,EXCITATION,Ar,14.526,19.5,9.83e-24
C32,EXCITATION,Ar,14.526,19.6,9.93e-24
C32,EXCITATION,Ar,14.526,19.7,1e-23
C32,EXCITATION,Ar,14.526,19.8,1.01e-23
C32,EXCITATION,Ar,14.526,19.9,1.02e-23
C32,EXCITATION,Ar,14.526,21.0,1.1e-23
C32,EXCITATION,Ar,14.526,22.0,1.16e-23
C32,EXCITATION,Ar,14.526,23.0,1.2e-23
C32,EXCITATION,Ar,14.526,24.0,1.24e-23
C32,EXCITATION,Ar,14.526,25.0,1.26e-23
C32,EXCITATION,Ar,14.526,26.0,1.28e-23
C32,EXCITATION,Ar,14.526,27.0,1.29e-23
C32,EXCITATION,Ar,14.526,28.0,1.29e-23
C32,EXCITATION,Ar,14.526,29.0,1.29e-23
C32,EXCITATION,Ar,14.526,30.0,1.29e-23
C32,EXCITATION,Ar,14.526,31.0,1.29e-23
C32,EXCITATION,Ar,14.526,32.0,1.28e-23
C32,EXCITATION,Ar,14.526,33.0,1.28e-23
C32,EXCITATION,Ar,14.526,34.0,1.27e-23
C32,EXCITATION,Ar,14.526,35.0,1.26e-23
C32,EXCITATION,Ar,14.526,36.0,1.25e-23
C32,EXCITATION,Ar,14.526,37.0,1.23e-23
C32,EXCITATION,Ar,14.526,38.0,1.22e-23
C32,EXCITATION,Ar,14.526,39.0,1.21e-23
C32,EXCITATION,Ar,14.526,40.0,1.2e-23
C32,EXCITATION,Ar,14.526,41.0,1.18e-23
C32,EXCITATION,Ar,14.526,42.0,1.17e-23
C32,EXCITATION,Ar,14.526,43.0,1.16e-23
C32,EXCITATION,Ar,14.526,44.0,1.14e-23
C32,EXCITATION,Ar,14.526,45.0,1.13e-23
C32,EXCITATION,Ar,14.526,55.0,1.01e-23
C32,EXCITATION,Ar,14.526,60.0,9.5e-24
C32,EXCITATION,Ar,14.526,65.0,8.98e-24
C32,EXCITATION,Ar,14.526,70.0,8.51e-24
C32,EXCITATION,Ar,14.526,75.0,8.08e-24
C32,EXCITATION,Ar,14.526,80.0,7.69e-24
C32,EXCITATION,Ar,14.526,85.0,7.33e-24
C32,EXCITATION,Ar,14.526,90.0,7.01e-24
C32,EXCITATION,Ar,14.526,95.0,6.7e-24
C32,EXCITATION,Ar,14.526,100.0,6.43e-24
C33,EXCITATION,Ar,14.573,14.573,0.0
C33,EXCITATION,Ar,14.573,14.6,1.71e-25
C33,EXCITATION,Ar,14.573,14.7,8.02e-25
C33,EXCITATION,Ar,14.573,14.8,1.41e-24
C33,EXCITATION,Ar,14.573,14.9,1.99e-24
C33,EXCITATION,Ar,14.573,15.0,2.55e-24
C33,EXCITATION,Ar,14.573,15.1,3.08e-24
C33,EXCITATION,Ar,14.573,15.2,3.6e-24
C33,EXCITATION,Ar,14.573,15.3,4.09e-24
C33,EXCITATION,Ar,14.573,15.4,4.56e-24
C33,EXCITATION,Ar,14.573,15.5,5.01e-24
C33,EXCITATION,Ar,14.573,15.6,5.45e-24
C33,EXCITATION,Ar,14.573,15.7,5.87e-24
C33,EXCITATION,Ar,14.573,15.8,6.27e-24
C33,EXCITATION,Ar,14.573,15.9,6.65e-24
C33,EXCITATION,Ar,14.573,16.0,7.02e-24
C33,EXCITATION,Ar,14.573,16.1,7.37e-24
C33,EXCITATION,Ar,14.573,16.2,7.71e-24
C33,EXCITATION,Ar,14.573,16.3,8.04e-24
C33,EXCITATION,Ar,14.573,16.4,8.35e-24
C33,EXCITATION,Ar,14.573,16.5,8.64e-24
C33,EXCITATION,Ar,14.573,16.6,8.93e-24
C33,EXCITATION,Ar,14.573,16.7,9.2e-24
C33,EXCITATION,Ar,14.573,16.8,9.46e-24
C33,EXCITATION,Ar,14.573,16.9,9.72e-24
C33,EXCITATION,Ar,14.573,17.0,9.96e-24
C33,EXCITATION,Ar,14.573,17.1,1.02e-23
C33,EXCITATION,Ar,14.573,17.2,1.04e-23
C33,EXCITATION,Ar,14.573,17.3,1.06e-23
C33,EXCITATION,Ar,14.573,17.4,1.08e-23
C33,EXCITATION,Ar,14.573,17.5,1.1e-23
C33,EXCITATION,Ar,14.573,17.6,1.12e-23
C33,EXCITATION,Ar,14.573,17.7,1.14e-23
C33,EXCITATION,Ar,14.573,17.8,1.15e-23
C33,EXCITATION,Ar,14.573,17.9,1.17e-23
C33,EXCITATION,Ar,14.573,18.0,1.18e-23
C33,EXCITATION,Ar,14.573,18.1,1.2e-23
C33,EXCITATION,Ar,14.573,18.2,1.21e-23
C33,EXCITATION,Ar,14.573,18.3,1.23e-23
C33,EXCITATION,Ar,14.573,18.4,1.24e-23
C33,EXCITATION,Ar,14.573,18.5,1.25e-23
C33,EXCITATION,Ar,14.573,18.6,1.26e-23
C33,EXCITATION,Ar,14.573,18.7,1.27e-23
C33,EXCITATION,Ar,14.573,18.8,1.28e-23
C33,EXCITATION,Ar,14.573,18.9,1.29e-23
C33,EXCITATION,Ar,14.573,19.0,1.3e-23
C33,EXCITATION,Ar,14.573,19.1,1.31e-23
C33,EXCITATION,Ar,14.573,19.2,1.32e-23
C33,EXCITATION,Ar,14.573,19.3,1.33e-23
C33,EXCITATION,Ar,14.573,19.4,1.33e-23
C33,EXCITATION,Ar,14.573,19.5,1.34e-23
C33,EXCITATION,Ar,14.573,19.6,1.35e-23
C33,EXCITATION,Ar,14.573,19.7,1.35e-23
C33,EXCITATION,Ar,14.573,19.8,1.36e-23
C33,EXCITATION,Ar,14.573,19.9,1.36e-23
C33,EXCITATION,Ar,14.573,21.0,1.4e-23
C33,EXCITATION,Ar,14.573,22.0,1.41e-23
C33,EXCITATION,Ar,14.573,23.0,1.4e-23
C33,EXCITATION,Ar,14.573,24.0,1.37e-23
C33,EXCITATION,Ar,14.573,25.0,1.35e-23
C33,EXCITATION,Ar,14.573,26.0,1.31e-23
C33,EXCITATION,Ar,14.573,27.0,1.27e-23
C33,EXCITATION,Ar,14.573,28.0,1.23e-23
C33,EXCITATION,Ar,14.573,29.0,1.19e-23
C33,EXCITATION,Ar,14.573,30.0,1.15e-23
C33,EXCITATION,Ar,14.573,31.0,1.11e-23
C33,EXCITATION,Ar,14.573,32.0,1.07e-23
C33,EXCITATION,Ar,14.573,33.0,1.03e-23
C33,EXCITATION,Ar,14.573,34.0,9.96e-24
C33,EXCITATION,Ar,14.573,35.0,9.6e-24
C33,EXCITATION,Ar,14.573,36.0,9.26e-24
C33,EXCITATION,Ar,14.573,37.0,8.93e-24
C33,EXCITATION,Ar,14.573,38.0,8.61e-24
C33,EXCITATION,Ar,14.573,39.0,8.3e-24
C33,EXCITATION,Ar,14.573,40.0,8.01e-24
C33,EXCITATION,Ar,14.573,41.0,7.73e-24
C33,EXCITATION,Ar,14.573,42.0,7.46e-24
C33,EXCITATION,Ar,14.573,43.0,7.21e-24
C33,EXCITATION,Ar,14.573,44.0,6.96e-24
C33,EXCITATION,Ar,14.573,45.0,6.73e-24
C33,EXCITATION,Ar,14.573,55.0,4.9e-24
C33,EXCITATION,Ar,14.573,60.0,4.24e-24
C33,EXCITATION,Ar,14.573,65.0,3.7e-24
C33,EXCITATION,Ar,14.573,70.0,3.26e-24
C33,EXCITATION,Ar,14.573,75.0,2.89e-24
C33,EXCITATION,Ar,14.573,80.0,2.58e-24
C33,EXCITATION,Ar,14.573,85.0,2.31e-24
C33,EXCITATION,Ar,14.573,90.0,2.09e-24
C33,EXCITATION,Ar,14.573,95.0,1.89e-24
C33,EXCITATION,Ar,14.573,100.0,1.72e-24
C34,EXCITATION,Ar,14.678,14.678,0.0
C34,EXCITATION,Ar,14.678,14.7,8.28e-26
C34,EXCITATION,Ar,14.678,14.8,4.61e-25
C34,EXCITATION,Ar,14.678,14.9,8.23e-25
C34,EXCITATION,Ar,14.678,15.0,1.17e-24
C34,EXCITATION,Ar,14.678,15.1,1.51e-24
C34,EXCITATION,Ar,14.678,15.2,1.83e-24
C34,EXCITATION,Ar,14.678,15.3,2.13e-24
C34,EXCITATION,Ar,14.678,15.4,2.43e-24
C34,EXCITATION,Ar,14.678,15.5,2.71e-24
C34,EXCITATION,Ar,14.678,15.6,2.99e-24
C34,EXCITATION,Ar,14.678,15.7,3.25e-24
C34,EXCITATION,Ar,14.678,15.8,3.5e-24
C34,EXCITATION,Ar,14.678,15.9,3.74e-24
C34,EXCITATION,Ar,14.678,16.0,3.97e-24
C34,EXCITATION,Ar,14.678,16.1,4.19e-24
C34,EXCITATION,Ar,14.678,16.2,4.4e-24
C34,EXCITATION,Ar,14.678,16.3,4.61e-24
C34,EXCITATION,Ar,14.678,16.4,4.8e-24
C34,EXCITATION,Ar,14.678,16.5,4.99e-24
C34,EXCITATION,Ar,14.678,16.6,5.17e-24
C34,EXCITATION,Ar,14.678,16.7,5.34e-24
C34,EXCITATION,Ar,14.678,16.8,5.51e-24
C34,EXCITATION,Ar,14.678,16.9,5.66e-24
C34,EXCITATION,Ar,14.678,17.0,5.81e-24
C34,EXCITATION,Ar,14.678,17.1,5.96e-24
C34,EXCITATION,Ar,14.678,17.2,6.1e-24
C34,EXCITATION,Ar,14.678,17.3,6.23e-24
C34,EXCITATION,Ar,14.678,17.4,6.36e-24
C34,EXCITATION,Ar,14.678,17.5,6.48e-24
C34,EXCITATION,Ar,14.678,17.6,6.59e-24
C34,EXCITATION,Ar,14.678,17.7,6.7e-24
C34,EXCITATION,Ar,14.678,17.8,6.81e-24
C34,EXCITATION,Ar,14.678,17.9,6.91e-24
C34,EXCITATION,Ar,14.678,18.0,7.01e-24
C34,EXCITATION,Ar,14.678,18.1,7.1e-24
C34,EXCITATION,Ar,14.678,18.2,7.19e-24
C34,EXCITATION,Ar,14.678,18.3,7.27e-24
C34,EXCITATION,Ar,14.678,18.4,7.35e-24
C34,EXCITATION,Ar,14.678,18.5,7.43e-24
C34,EXCITATION,Ar,14.678,18.6,7.5e-24
C34,EXCITATION,Ar,14.678,18.7,7.57e-24
C34,EXCITATION,Ar,14.678,18.8,7.63e-24
C34,EXCITATION,Ar,14.678,18.9,7.69e-24
C34,EXCITATION,Ar,14.678,19.0,7.75e-24
C34,EXCITATION,Ar,14.678,19.1,7.81e-24
C34,EXCITATION,Ar,14.678,19.2,7.86e-24
C34,EXCITATION,Ar,14.678,19.3,7.91e-24
C34,EXCITATION,Ar,14.678,19.4,7.96e-24
C34,EXCITATION,Ar,14.678,19.5,8e-24
C34,EXCITATION,Ar,14.678,19.6,8.04e-24
C34,EXCITATION,Ar,14.678,19.7,8.08e-24
C34,EXCITATION,Ar,14.678,19.8,8.12e-24
C34,EXCITATION,Ar,14.678,19.9,8.15e-24
C34,EXCITATION,Ar,14.678,21.0,8.4e-24
C34,EXCITATION,Ar,14.678,22.0,8.46e-24
C34,EXCITATION,Ar,14.678,23.0,8.42e-24
C34,EXCITATION,Ar,14.678,24.0,8.3e-24
C34,EXCITATION,Ar,14.678,25.0,8.13e-24
C34,EXCITATION,Ar,14.678,26.0,7.93e-24
C34,EXCITATION,Ar,14.678,27.0,7.7e-24
C34,EXCITATION,Ar,14.678,28.0,7.47e-24
C34,EXCITATION,Ar,14.678,29.0,7.23e-24
C34,EXCITATION,Ar,14.678,30.0,6.98e-24
C34,EXCITATION,Ar,14.678,31.0,6.74e-24
C34,EXCITATION,Ar,14.678,32.0,6.51e-24
C34,EXCITATION,Ar,14.678,33.0,6.27e-24
C34,EXCITATION,Ar,14.678,34.0,6.05e-24
C34,EXCITATION,Ar,14.678,35.0,5.83e-24
C34,EXCITATION,Ar,14.678,36.0,5.62e-24
C34,EXCITATION,Ar,14.678,37.0,5.42e-24
C34,EXCITATION,Ar,14.678,38.0,5.23e-24
C34,EXCITATION,Ar,14.678,39.0,5.05e-24
C34,EXCITATION,Ar,14.678,40.0,4.87e-24
C34,EXCITATION,Ar,14.678,41.0,4.7e-24
C34,EXCITATION,Ar,14.678,42.0,4.54e-24
C34,EXCITATION,Ar,14.678,43.0,4.38e-24
C34,EXCITATION,Ar,14.678,44.0,4.24e-24
C34,EXCITATION,Ar,14.678,45.0,4.1e-24
C34,EXCITATION,Ar,14.678,55.0,2.98e-24
C34,EXCITATION,Ar,14.678,60.0,2.58e-24
C34,EXCITATION,Ar,14.678,65.0,2.26e-24
C34,EXCITATION,Ar,14.678,70.0,1.99e-24
C34,EXCITATION,Ar,14.678,75.0,1.76e-24
C34,EXCITATION,Ar,14.678,80.0,1.57e-24
C34,EXCITATION,Ar,14.678,85.0,1.41e-24
C34,EXCITATION,Ar,14.678,90.0,1.27e-24
C34,EXCITATION,Ar,14.678,95.0,1.15e-24
C34,EXCITATION,Ar,14.678,100.0,1.05e-24
C35,EXCITATION,Ar,14.684,14.684,0.0
C35,EXCITATION,Ar,14.684,14.7,3.66e-26
C35,EXCITATION,Ar,14.684,14.8,2.7e-25
C35,EXCITATION,Ar,14.684,14.9,4.93e-25
C35,EXCITATION,Ar,14.684,15.0,7.08e-25
C35,EXCITATION,Ar,14.684,15.1,9.14e-25
C35,EXCITATION,Ar,14.684,15.2,1.11e-24
C35,EXCITATION,Ar,14.684,15.3,1.3e-24
C35,EXCITATION,Ar,14.684,15.4,1.48e-24
C35,EXCITATION,Ar,14.684,15.5,1.66e-24
C35,EXCITATION,Ar,14.684,15.6,1.83e-24
C35,EXCITATION,Ar,14.684,15.7,1.99e-24
C35,EXCITATION,Ar,14.684,15.8,2.14e-24
C35,EXCITATION,Ar,14.684,15.9,2.29e-24
C35,EXCITATION,Ar,14.684,16.0,2.43e-24
C35,EXCITATION,Ar,14.684,16.1,2.57e-24
C35,EXCITATION,Ar,14.684,16.2,2.7e-24
C35,EXCITATION,Ar,14.684,16.3,2.83e-24
C35,EXCITATION,Ar,14.684,16.4,2.95e-24
C35,EXCITATION,Ar,14.684,16.5,3.06e-24
C35,EXCITATION,Ar,14.684,16.6,3.17e-24
C35,EXCITATION,Ar,14.684,16.7,3.28e-24
C35,EXCITATION,Ar,14.684,16.8,3.38e-24
C35,EXCITATION,Ar,14.684,16.9,3.48e-24
C35,EXCITATION,Ar,14.684,17.0,3.57e-24
C35,EXCITATION,Ar,14.684,17.1,3.66e-24
C35,EXCITATION,Ar,14.684,17.2,3.74e-24
C35,EXCITATION,Ar,14.684,17.3,3.83e-24
C35,EXCITATION,Ar,14.684,17.4,3.9e-24
C35,EXCITATION,Ar,14.684,17.5,3.98e-24
C35,EXCITATION,Ar,14.684,17.6,4.05e-24
C35,EXCITATION,Ar,14.684,17.7,4.12e-24
C35,EXCITATION,Ar,14.684,17.8,4.18e-24
C35,EXCITATION,Ar,14.684,17.9,4.25e-24
C35,EXCITATION,Ar,14.684,18.0,4.31e-24
C35,EXCITATION,Ar,14.684,18.1,4.36e-24
C35,EXCITATION,Ar,14.684,18.2,4.42e-24
C35,EXCITATION,Ar,14.684,18.3,4.47e-24
C35,EXCITATION,Ar,14.684,18.4,4.52e-24
C35,EXCITATION,Ar,14.684,18.5,4.56e-24
C35,EXCITATION,Ar,14.684,18.6,4.61e-24
C35,EXCITATION,Ar,14.684,18.7,4.65e-24
C35,EXCITATION,Ar,14.684,18.8,4.69e-24
C35,EXCITATION,Ar,14.684,18.9,4.73e-24
C35,EXCITATION,Ar,14.684,19.0,4.77e-24
C35,EXCITATION,Ar,14.684,19.1,4.8e-24
C35,EXCITATION,Ar,14.684,19.2,4.83e-24
C35,EXCITATION,Ar,14.684,19.3,4.86e-24
C35,EXCITATION,Ar,14.684,19.4,4.89e-24
C35,EXCITATION,Ar,14.684,19.5,4.92e-24
C35,EXCITATION,Ar,14.684,19.6,4.94e-24
C35,EXCITATION,Ar,14.684,19.7,4.97e-24
C35,EXCITATION,Ar,14.684,19.8,4.99e-24
C35,EXCITATION,Ar,14.684,19.9,5.01e-24
C35,EXCITATION,Ar,14.684,21.0,5.17e-24
C35,EXCITATION,Ar,14.684,22.0,5.2e-24
C35,EXCITATION,Ar,14.684,23.0,5.18e-24
C35,EXCITATION,Ar,14.684,24.0,5.1e-24
C35,EXCITATION,Ar,14.684,25.0,5e-24
C35,EXCITATION,Ar,14.684,26.0,4.88e-24
C35,EXCITATION,Ar,14.684,27.0,4.74e-24
C35,EXCITATION,Ar,14.684,28.0,4.59e-24
C35,EXCITATION,Ar,14.684,29.0,4.45e-24
C35,EXCITATION,Ar,14.684,30.0,4.3e-24
C35,EXCITATION,Ar,14.684,31.0,4.15e-24
C35,EXCITATION,Ar,14.684,32.0,4e-24
C35,EXCITATION,Ar,14.684,33.0,3.86e-24
C35,EXCITATION,Ar,14.684,34.0,3.72e-24
C35,EXCITATION,Ar,14.684,35.0,3.59e-24
C35,EXCITATION,Ar,14.684,36.0,3.46e-24
C35,EXCITATION,Ar,14.684,37.0,3.34e-24
C35,EXCITATION,Ar,14.684,38.0,3.22e-24
C35,EXCITATION,Ar,14.684,39.0,3.11e-24
C35,EXCITATION,Ar,14.684,40.0,3e-24
C35,EXCITATION,Ar,14.684,41.0,2.89e-24
C35,EXCITATION,Ar,14.684,42.0,2.79e-24
C35,EXCITATION,Ar,14.684,43.0,2.7e-24
C35,EXCITATION,Ar,14.684,44.0,2.61e-24
C35,EXCITATION,Ar,14.684,45.0,2.52e-24
C35,EXCITATION,Ar,14.684,55.0,1.84e-24
C35,EXCITATION,Ar,14.684,60.0,1.59e-24
C35,EXCITATION,Ar,14.684,65.0,1.39e-24
C35,EXCITATION,Ar,14.684,70.0,1.22e-24
C35,EXCITATION,Ar,14.684,75.0,1.08e-24
C35,EXCITATION,Ar,14.684,80.0,9.67e-25
C35,EXCITATION,Ar,14.684,85.0,8.68e-25
C35,EXCITATION,Ar,14.684,90.0,7.83e-25
C35,EXCITATION,Ar,14.684,95.0,7.1e-25
C35,EXCITATION,Ar,14.684,100.0,6.47e-25
C36,EXCITATION,Ar,14.686,14.686,0.0
C36,EXCITATION,Ar,14.686,14.7,4.15e-26
C36,EXCITATION,Ar,14.686,14.8,3.47e-25
C36,EXCITATION,Ar,14.686,14.9,6.44e-25
C36,EXCITATION,Ar,14.686,15.0,9.34e-25
C36,EXCITATION,Ar,14.686,15.1,1.22e-24
C36,EXCITATION,Ar,14.686,15.2,1.49e-24
C36,EXCITATION,Ar,14.686,15.3,1.76e-24
