collision_id,type,species,threshold_eV,energy_eV,cross_section_m2
C20,EXCITATION,Ar,14.02,17.2,1.35e-22
C20,EXCITATION,Ar,14.02,17.3,1.37e-22
C20,EXCITATION,Ar,14.02,17.4,1.39e-22
C20,EXCITATION,Ar,14.02,17.5,1.4e-22
C20,EXCITATION,Ar,14.02,17.6,1.42e-22
C20,EXCITATION,Ar,14.02,17.7,1.43e-22
C20,EXCITATION,Ar,14.02,17.8,1.45e-22
C20,EXCITATION,Ar,14.02,17.9,1.46e-22
C20,EXCITATION,Ar,14.02,18.0,1.47e-22
C20,EXCITATION,Ar,14.02,18.1,1.49e-22
C20,EXCITATION,Ar,14.02,18.2,1.5e-22
C20,EXCITATION,Ar,14.02,18.3,1.51e-22
C20,EXCITATION,Ar,14.02,18.4,1.52e-22
C20,EXCITATION,Ar,14.02,18.5,1.53e-22
C20,EXCITATION,Ar,14.02,18.6,1.54e-22
C20,EXCITATION,Ar,14.02,18.7,1.55e-22
C20,EXCITATION,Ar,14.02,18.8,1.55e-22
C20,EXCITATION,Ar,14.02,18.9,1.56e-22
C20,EXCITATION,Ar,14.02,19.0,1.57e-22
C20,EXCITATION,Ar,14.02,19.1,1.57e-22
C20,EXCITATION,Ar,14.02,19.2,1.58e-22
C20,EXCITATION,Ar,14.02,19.3,1.59e-22
C20,EXCITATION,Ar,14.02,19.4,1.59e-22
C20,EXCITATION,Ar,14.02,19.5,1.6e-22
C20,EXCITATION,Ar,14.02,19.6,1.6e-22
C20,EXCITATION,Ar,14.02,19.7,1.6e-22
C20,EXCITATION,Ar,14.02,19.8,1.61e-22
C20,EXCITATION,Ar,14.02,19.9,1.61e-22
C20,EXCITATION,Ar,14.02,21.0,1.63e-22
C20,EXCITATION,Ar,14.02,22.0,1.62e-22
C20,EXCITATION,Ar,14.02,23.0,1.59e-22
C20,EXCITATION,Ar,14.02,24.0,1.56e-22
C20,EXCITATION,Ar,14.02,25.0,1.52e-22
C20,EXCITATION,Ar,14.02,26.0,1.47e-22
C20,EXCITATION,Ar,14.02,27.0,1.42e-22
C20,EXCITATION,Ar,14.02,28.0,1.38e-22
C20,EXCITATION,Ar,14.02,29.0,1.33e-22
C20,EXCITATION,Ar,14.02,30.0,1.28e-22
C20,EXCITATION,Ar,14.02,31.0,1.23e-22
C20,EXCITATION,Ar,14.02,32.0,1.18e-22
C20,EXCITATION,Ar,14.02,33.0,1.14e-22
C20,EXCITATION,Ar,14.02,34.0,1.1e-22
C20,EXCITATION,Ar,14.02,35.0,1.06e-22
C20,EXCITATION,Ar,14.02,36.0,1.02e-22
C20,EXCITATION,Ar,14.02,37.0,9.8e-23
C20,EXCITATION,Ar,14.02,38.0,9.44e-23
C20,EXCITATION,Ar,14.02,39.0,9.09e-23
C20,EXCITATION,Ar,14.02,40.0,8.77e-23
C20,EXCITATION,Ar,14.02,41.0,8.45e-23
C20,EXCITATION,Ar,14.02,42.0,8.16e-23
C20,EXCITATION,Ar,14.02,43.0,7.87e-23
C20,EXCITATION,Ar,14.02,44.0,7.6e-23
C20,EXCITATION,Ar,14.02,45.0,7.34e-23
C20,EXCITATION,Ar,14.02,55.0,5.32e-23
C20,EXCITATION,Ar,14.02,60.0,4.6e-23
C20,EXCITATION,Ar,14.02,65.0,4.01e-23
C20,EXCITATION,Ar,14.02,70.0,3.53e-23
C20,EXCITATION,Ar,14.02,75.0,3.12e-23
C20,EXCITATION,Ar,14.02,80.0,2.78e-23
C20,EXCITATION,Ar,14.02,85.0,2.5e-23
C20,EXCITATION,Ar,14.02,90.0,2.25e-23
C20,EXCITATION,Ar,14.02,95.0,2.04e-23
C20,EXCITATION,Ar,14.02,100.0,1.86e-23
C21,EXCITATION,Ar,14.065,14.065,0.0
C21,EXCITATION,Ar,14.065,14.1,3.42e-24
C21,EXCITATION,Ar,14.065,14.2,1.31e-23
C21,EXCITATION,Ar,14.065,14.3,2.23e-23
C21,EXCITATION,Ar,14.065,14.4,3.12e-23
C21,EXCITATION,Ar,14.065,14.5,3.97e-23
C21,EXCITATION,Ar,14.065,14.6,4.79e-23
C21,EXCITATION,Ar,14.065,14.7,5.57e-23
C21,EXCITATION,Ar,14.065,14.8,6.31e-23
C21,EXCITATION,Ar,14.065,14.9,7.03e-23
C21,EXCITATION,Ar,14.065,15.0,7.72e-23
C21,EXCITATION,Ar,14.065,15.1,8.37e-23
C21,EXCITATION,Ar,14.065,15.2,9e-23
C21,EXCITATION,Ar,14.065,15.3,9.6e-23
C21,EXCITATION,Ar,14.065,15.4,1.02e-22
C21,EXCITATION,Ar,14.065,15.5,1.07e-22
C21,EXCITATION,Ar,14.065,15.6,1.13e-22
C21,EXCITATION,Ar,14.065,15.7,1.18e-22
C21,EXCITATION,Ar,14.065,15.8,1.23e-22
C21,EXCITATION,Ar,14.065,15.9,1.27e-22
C21,EXCITATION,Ar,14.065,16.0,1.32e-22
C21,EXCITATION,Ar,14.065,16.1,1.36e-22
C21,EXCITATION,Ar,14.065,16.2,1.4e-22
C21,EXCITATION,Ar,14.065,16.3,1.44e-22
C21,EXCITATION,Ar,14.065,16.4,1.47e-22
C21,EXCITATION,Ar,14.065,16.5,1.51e-22
C21,EXCITATION,Ar,14.065,16.6,1.54e-22
C21,EXCITATION,Ar,14.065,16.7,1.58e-22
C21,EXCITATION,Ar,14.065,16.8,1.61e-22
C21,EXCITATION,Ar,14.065,16.9,1.64e-22
C21,EXCITATION,Ar,14.065,17.0,1.66e-22
C21,EXCITATION,Ar,14.065,17.1,1.69e-22
C21,EXCITATION,Ar,14.065,17.2,1.72e-22
C21,EXCITATION,Ar,14.065,17.3,1.74e-22
C21,EXCITATION,Ar,14.065,17.4,1.76e-22
C21,EXCITATION,Ar,14.065,17.5,1.79e-22
C21,EXCITATION,Ar,14.065,17.6,1.81e-22
C21,EXCITATION,Ar,14.065,17.7,1.83e-22
C21,EXCITATION,Ar,14.065,17.8,1.85e-22
C21,EXCITATION,Ar,14.065,17.9,1.86e-22
C21,EXCITATION,Ar,14.065,18.0,1.88e-22
C21,EXCITATION,Ar,14.065,18.1,1.9e-22
C21,EXCITATION,Ar,14.065,18.2,1.91e-22
C21,EXCITATION,Ar,14.065,18.3,1.93e-22
C21,EXCITATION,Ar,14.065,18.4,1.94e-22
C21,EXCITATION,Ar,14.065,18.5,1.95e-22
C21,EXCITATION,Ar,14.065,18.6,1.96e-22
C21,EXCITATION,Ar,14.065,18.7,1.97e-22
C21,EXCITATION,Ar,14.065,18.8,1.99e-22
C21,EXCITATION,Ar,14.065,18.9,2e-22
C21,EXCITATION,Ar,14.065,19.0,2e-22
C21,EXCITATION,Ar,14.065,19.1,2.01e-22
C21,EXCITATION,Ar,14.065,19.2,2.02e-22
C21,EXCITATION,Ar,14.065,19.3,2.03e-22
C21,EXCITATION,Ar,14.065,19.4,2.04e-22
C21,EXCITATION,Ar,14.065,19.5,2.04e-22
C21,EXCITATION,Ar,14.065,19.6,2.05e-22
C21,EXCITATION,Ar,14.065,19.7,2.05e-22
C21,EXCITATION,Ar,14.065,19.8,2.06e-22
C21,EXCITATION,Ar,14.065,19.9,2.06e-22
C21,EXCITATION,Ar,14.065,21.0,2.09e-22
C21,EXCITATION,Ar,14.065,22.0,2.08e-22
C21,EXCITATION,Ar,14.065,23.0,2.05e-22
C21,EXCITATION,Ar,14.065,24.0,2e-22
C21,EXCITATION,Ar,14.065,25.0,1.95e-22
C21,EXCITATION,Ar,14.065,26.0,1.89e-22
C21,EXCITATION,Ar,14.065,27.0,1.83e-22
C21,EXCITATION,Ar,14.065,28.0,1.77e-22
C21,EXCITATION,Ar,14.065,29.0,1.71e-22
C21,EXCITATION,Ar,14.065,30.0,1.64e-22
C21,EXCITATION,Ar,14.065,31.0,1.58e-22
C21,EXCITATION,Ar,14.065,32.0,1.53e-22
C21,EXCITATION,Ar,14.065,33.0,1.47e-22
C21,EXCITATION,Ar,14.065,34.0,1.41e-22
C21,EXCITATION,Ar,14.065,35.0,1.36e-22
C21,EXCITATION,Ar,14.065,36.0,1.31e-22
C21,EXCITATION,Ar,14.065,37.0,1.26e-22
C21,EXCITATION,Ar,14.065,38.0,1.22e-22
C21,EXCITATION,Ar,14.065,39.0,1.17e-22
C21,EXCITATION,Ar,14.065,40.0,1.13e-22
C21,EXCITATION,Ar,14.065,41.0,1.09e-22
C21,EXCITATION,Ar,14.065,42.0,1.05e-22
C21,EXCITATION,Ar,14.065,43.0,1.01e-22
C21,EXCITATION,Ar,14.065,44.0,9.79e-23
C21,EXCITATION,Ar,14.065,45.0,9.46e-23
C21,EXCITATION,Ar,14.065,55.0,6.86e-23
C21,EXCITATION,Ar,14.065,60.0,5.93e-23
C21,EXCITATION,Ar,14.065,65.0,5.17e-23
C21,EXCITATION,Ar,14.065,70.0,4.55e-23
C21,EXCITATION,Ar,14.065,75.0,4.03e-23
C21,EXCITATION,Ar,14.065,80.0,3.59e-23
C21,EXCITATION,Ar,14.065,85.0,3.22e-23
C21,EXCITATION,Ar,14.065,90.0,2.9e-23
C21,EXCITATION,Ar,14.065,95.0,2.63e-23
C21,EXCITATION,Ar,14.065,100.0,2.4e-23
C22,EXCITATION,Ar,14.09,14.09,0.0
C22,EXCITATION,Ar,14.09,14.1,3.3e-28
C22,EXCITATION,Ar,14.09,14.2,5.16e-26
C22,EXCITATION,Ar,14.09,14.3,1.87e-25
C22,EXCITATION,Ar,14.09,14.4,4.02e-25
C22,EXCITATION,Ar,14.09,14.5,6.93e-25
C22,EXCITATION,Ar,14.09,14.6,1.06e-24
C22,EXCITATION,Ar,14.09,14.7,1.49e-24
C22,EXCITATION,Ar,14.09,14.8,1.98e-24
C22,EXCITATION,Ar,14.09,14.9,2.54e-24
C22,EXCITATION,Ar,14.09,15.0,3.15e-24
C22,EXCITATION,Ar,14.09,15.1,3.82e-24
C22,EXCITATION,Ar,14.09,15.2,4.54e-24
C22,EXCITATION,Ar,14.09,15.3,5.3e-24
C22,EXCITATION,Ar,14.09,15.4,6.12e-24
C22,EXCITATION,Ar,14.09,15.5,6.97e-24
C22,EXCITATION,Ar,14.09,15.6,7.87e-24
C22,EXCITATION,Ar,14.09,15.7,8.8e-24
C22,EXCITATION,Ar,14.09,15.8,9.78e-24
C22,EXCITATION,Ar,14.09,15.9,1.08e-23
C22,EXCITATION,Ar,14.09,16.0,1.18e-23
C22,EXCITATION,Ar,14.09,16.1,1.29e-23
C22,EXCITATION,Ar,14.09,16.2,1.4e-23
C22,EXCITATION,Ar,14.09,16.3,1.51e-23
C22,EXCITATION,Ar,14.09,16.4,1.63e-23
C22,EXCITATION,Ar,14.09,16.5,1.74e-23
C22,EXCITATION,Ar,14.09,16.6,1.86e-23
C22,EXCITATION,Ar,14.09,16.7,1.98e-23
C22,EXCITATION,Ar,14.09,16.8,2.11e-23
C22,EXCITATION,Ar,14.09,16.9,2.23e-23
C22,EXCITATION,Ar,14.09,17.0,2.36e-23
C22,EXCITATION,Ar,14.09,17.1,2.49e-23
C22,EXCITATION,Ar,14.09,17.2,2.61e-23
C22,EXCITATION,Ar,14.09,17.3,2.74e-23
C22,EXCITATION,Ar,14.09,17.4,2.88e-23
C22,EXCITATION,Ar,14.09,17.5,3.01e-23
C22,EXCITATION,Ar,14.09,17.6,3.14e-23
C22,EXCITATION,Ar,14.09,17.7,3.28e-23
C22,EXCITATION,Ar,14.09,17.8,3.41e-23
C22,EXCITATION,Ar,14.09,17.9,3.55e-23
C22,EXCITATION,Ar,14.09,18.0,3.69e-23
C22,EXCITATION,Ar,14.09,18.1,3.82e-23
C22,EXCITATION,Ar,14.09,18.2,3.96e-23
C22,EXCITATION,Ar,14.09,18.3,4.1e-23
C22,EXCITATION,Ar,14.09,18.4,4.24e-23
C22,EXCITATION,Ar,14.09,18.5,4.38e-23
C22,EXCITATION,Ar,14.09,18.6,4.52e-23
C22,EXCITATION,Ar,14.09,18.7,4.65e-23
C22,EXCITATION,Ar,14.09,18.8,4.79e-23
C22,EXCITATION,Ar,14.09,18.9,4.93e-23
C22,EXCITATION,Ar,14.09,19.0,5.07e-23
C22,EXCITATION,Ar,14.09,19.1,5.21e-23
C22,EXCITATION,Ar,14.09,19.2,5.35e-23
C22,EXCITATION,Ar,14.09,19.3,5.49e-23
C22,EXCITATION,Ar,14.09,19.4,5.63e-23
C22,EXCITATION,Ar,14.09,19.5,5.77e-23
C22,EXCITATION,Ar,14.09,19.6,5.91e-23
C22,EXCITATION,Ar,14.09,19.7,6.04e-23
C22,EXCITATION,Ar,14.09,19.8,6.18e-23
C22,EXCITATION,Ar,14.09,19.9,6.32e-23
C22,EXCITATION,Ar,14.09,21.0,7.8e-23
C22,EXCITATION,Ar,14.09,22.0,9.08e-23
C22,EXCITATION,Ar,14.09,23.0,1.03e-22
C22,EXCITATION,Ar,14.09,24.0,1.14e-22
C22,EXCITATION,Ar,14.09,25.0,1.25e-22
C22,EXCITATION,Ar,14.09,26.0,1.35e-22
C22,EXCITATION,Ar,14.09,27.0,1.44e-22
C22,EXCITATION,Ar,14.09,28.0,1.52e-22
C22,EXCITATION,Ar,14.09,29.0,1.6e-22
C22,EXCITATION,Ar,14.09,30.0,1.67e-22
C22,EXCITATION,Ar,14.09,31.0,1.73e-22
C22,EXCITATION,Ar,14.09,32.0,1.79e-22
C22,EXCITATION,Ar,14.09,33.0,1.84e-22
C22,EXCITATION,Ar,14.09,34.0,1.89e-22
C22,EXCITATION,Ar,14.09,35.0,1.94e-22
C22,EXCITATION,Ar,14.09,36.0,1.98e-22
C22,EXCITATION,Ar,14.09,37.0,2.02e-22
C22,EXCITATION,Ar,14.09,38.0,2.05e-22
C22,EXCITATION,Ar,14.09,39.0,2.08e-22
C22,EXCITATION,Ar,14.09,40.0,2.11e-22
C22,EXCITATION,Ar,14.09,41.0,2.13e-22
C22,EXCITATION,Ar,14.09,42.0,2.16e-22
C22,EXCITATION,Ar,14.09,43.0,2.18e-22
C22,EXCITATION,Ar,14.09,44.0,2.2e-22
C22,EXCITATION,Ar,14.09,45.0,2.21e-22
C22,EXCITATION,Ar,14.09,55.0,2.3e-22
C22,EXCITATION,Ar,14.09,60.0,2.31e-22
C22,EXCITATION,Ar,14.09,65.0,2.3e-22
C22,EXCITATION,Ar,14.09,70.0,2.28e-22
C22,EXCITATION,Ar,14.09,75.0,2.26e-22
C22,EXCITATION,Ar,14.09,80.0,2.23e-22
C22,EXCITATION,Ar,14.09,85.0,2.2e-22
C22,EXCITATION,Ar,14.09,90.0,2.17e-22
C22,EXCITATION,Ar,14.09,95.0,2.14e-22
C22,EXCITATION,Ar,14.09,100.0,2.1e-22
C23,EXCITATION,Ar,14.152,14.152,0.0
C23,EXCITATION,Ar,14.152,14.2,1.85e-26
C23,EXCITATION,Ar,14.152,14.3,1.8e-25
C23,EXCITATION,Ar,14.152,14.4,5.01e-25
C23,EXCITATION,Ar,14.152,14.5,9.73e-25
C23,EXCITATION,Ar,14.152,14.6,1.59e-24
C23,EXCITATION,Ar,14.152,14.7,2.34e-24
C23,EXCITATION,Ar,14.152,14.8,3.22e-24
C23,EXCITATION,Ar,14.152,14.9,4.22e-24
C23,EXCITATION,Ar,14.152,15.0,5.33e-24
C23,EXCITATION,Ar,14.152,15.1,6.56e-24
C23,EXCITATION,Ar,14.152,15.2,7.88e-24
C23,EXCITATION,Ar,14.152,15.3,9.31e-24
C23,EXCITATION,Ar,14.152,15.4,1.08e-23
C23,EXCITATION,Ar,14.152,15.5,1.24e-23
C23,EXCITATION,Ar,14.152,15.6,1.41e-23
C23,EXCITATION,Ar,14.152,15.7,1.59e-23
C23,EXCITATION,Ar,14.152,15.8,1.77e-23
C23,EXCITATION,Ar,14.152,15.9,1.96e-23
C23,EXCITATION,Ar,14.152,16.0,2.16e-23
C23,EXCITATION,Ar,14.152,16.1,2.36e-23
C23,EXCITATION,Ar,14.152,16.2,2.57e-23
C23,EXCITATION,Ar,14.152,16.3,2.78e-23
C23,EXCITATION,Ar,14.152,16.4,3e-23
C23,EXCITATION,Ar,14.152,16.5,3.23e-23
C23,EXCITATION,Ar,14.152,16.6,3.45e-23
C23,EXCITATION,Ar,14.152,16.7,3.69e-23
C23,EXCITATION,Ar,14.152,16.8,3.92e-23
C23,EXCITATION,Ar,14.152,16.9,4.16e-23
C23,EXCITATION,Ar,14.152,17.0,4.4e-23
C23,EXCITATION,Ar,14.152,17.1,4.65e-23
C23,EXCITATION,Ar,14.152,17.2,4.9e-23
C23,EXCITATION,Ar,14.152,17.3,5.15e-23
C23,EXCITATION,Ar,14.152,17.4,5.4e-23
C23,EXCITATION,Ar,14.152,17.5,5.66e-23
C23,EXCITATION,Ar,14.152,17.6,5.92e-23
C23,EXCITATION,Ar,14.152,17.7,6.17e-23
C23,EXCITATION,Ar,14.152,17.8,6.44e-23
C23,EXCITATION,Ar,14.152,17.9,6.7e-23
C23,EXCITATION,Ar,14.152,18.0,6.96e-23
C23,EXCITATION,Ar,14.152,18.1,7.23e-23
C23,EXCITATION,Ar,14.152,18.2,7.49e-23
C23,EXCITATION,Ar,14.152,18.3,7.76e-23
C23,EXCITATION,Ar,14.152,18.4,8.03e-23
C23,EXCITATION,Ar,14.152,18.5,8.3e-23
C23,EXCITATION,Ar,14.152,18.6,8.57e-23
C23,EXCITATION,Ar,14.152,18.7,8.83e-23
C23,EXCITATION,Ar,14.152,18.8,9.1e-23
C23,EXCITATION,Ar,14.152,18.9,9.37e-23
C23,EXCITATION,Ar,14.152,19.0,9.64e-23
C23,EXCITATION,Ar,14.152,19.1,9.91e-23
C23,EXCITATION,Ar,14.152,19.2,1.02e-22
C23,EXCITATION,Ar,14.152,19.3,1.05e-22
C23,EXCITATION,Ar,14.152,19.4,1.07e-22
C23,EXCITATION,Ar,14.152,19.5,1.1e-22
C23,EXCITATION,Ar,14.152,19.6,1.13e-22
C23,EXCITATION,Ar,14.152,19.7,1.15e-22
C23,EXCITATION,Ar,14.152,19.8,1.18e-22
C23,EXCITATION,Ar,14.152,19.9,1.21e-22
C23,EXCITATION,Ar,14.152,21.0,1.49e-22
C23,EXCITATION,Ar,14.152,22.0,1.74e-22
C23,EXCITATION,Ar,14.152,23.0,1.98e-22
C23,EXCITATION,Ar,14.152,24.0,2.2e-22
C23,EXCITATION,Ar,14.152,25.0,2.41e-22
C23,EXCITATION,Ar,14.152,26.0,2.6e-22
C23,EXCITATION,Ar,14.152,27.0,2.78e-22
C23,EXCITATION,Ar,14.152,28.0,2.94e-22
C23,EXCITATION,Ar,14.152,29.0,3.09e-22
C23,EXCITATION,Ar,14.152,30.0,3.23e-22
C23,EXCITATION,Ar,14.152,31.0,3.35e-22
C23,EXCITATION,Ar,14.152,32.0,3.47e-22
C23,EXCITATION,Ar,14.152,33.0,3.57e-22
C23,EXCITATION,Ar,14.152,34.0,3.67e-22
C23,EXCITATION,Ar,14.152,35.0,3.76e-22
C23,EXCITATION,Ar,14.152,36.0,3.84e-22
C23,EXCITATION,Ar,14.152,37.0,3.91e-22
C23,EXCITATION,Ar,14.152,38.0,3.98e-22
C23,EXCITATION,Ar,14.152,39.0,4.04e-22
C23,EXCITATION,Ar,14.152,40.0,4.09e-22
C23,EXCITATION,Ar,14.152,41.0,4.14e-22
C23,EXCITATION,Ar,14.152,42.0,4.19e-22
C23,EXCITATION,Ar,14.152,43.0,4.23e-22
C23,EXCITATION,Ar,14.152,44.0,4.26e-22
C23,EXCITATION,Ar,14.152,45.0,4.3e-22
C23,EXCITATION,Ar,14.152,55.0,4.47e-22
C23,EXCITATION,Ar,14.152,60.0,4.49e-22
C23,EXCITATION,Ar,14.152,65.0,4.47e-22
C23,EXCITATION,Ar,14.152,70.0,4.44e-22
C23,EXCITATION,Ar,14.152,75.0,4.4e-22
C23,EXCITATION,Ar,14.152,80.0,4.35e-22
C23,EXCITATION,Ar,14.152,85.0,4.29e-22
C23,EXCITATION,Ar,14.152,90.0,4.22e-22
C23,EXCITATION,Ar,14.152,95.0,4.16e-22
C23,EXCITATION,Ar,14.152,100.0,4.09e-22
C24,EXCITATION,Ar,14.213,14.213,0.0
C24,EXCITATION,Ar,14.213,14.3,1.32e-23
C24,EXCITATION,Ar,14.213,14.4,2.78e-23
C24,EXCITATION,Ar,14.213,14.5,4.15e-23
C24,EXCITATION,Ar,14.213,14.6,5.45e-23
C24,EXCITATION,Ar,14.213,14.7,6.68e-23
C24,EXCITATION,Ar,14.213,14.8,7.83e-23
C24,EXCITATION,Ar,14.213,14.9,8.93e-23
C24,EXCITATION,Ar,14.213,15.0,9.96e-23
C24,EXCITATION,Ar,14.213,15.1,1.09e-22
C24,EXCITATION,Ar,14.213,15.2,1.18e-22
C24,EXCITATION,Ar,14.213,15.3,1.27e-22
C24,EXCITATION,Ar,14.213,15.4,1.35e-22
C24,EXCITATION,Ar,14.213,15.5,1.43e-22
C24,EXCITATION,Ar,14.213,15.6,1.5e-22
C24,EXCITATION,Ar,14.213,15.7,1.57e-22
C24,EXCITATION,Ar,14.213,15.8,1.63e-22
C24,EXCITATION,Ar,14.213,15.9,1.69e-22
C24,EXCITATION,Ar,14.213,16.0,1.75e-22
C24,EXCITATION,Ar,14.213,16.1,1.8e-22
C24,EXCITATION,Ar,14.213,16.2,1.85e-22
C24,EXCITATION,Ar,14.213,16.3,1.89e-22
C24,EXCITATION,Ar,14.213,16.4,1.94e-22
C24,EXCITATION,Ar,14.213,16.5,1.98e-22
C24,EXCITATION,Ar,14.213,16.6,2.01e-22
C24,EXCITATION,Ar,14.213,16.7,2.05e-22
C24,EXCITATION,Ar,14.213,16.8,2.08e-22
C24,EXCITATION,Ar,14.213,16.9,2.11e-22
C24,EXCITATION,Ar,14.213,17.0,2.14e-22
C24,EXCITATION,Ar,14.213,17.1,2.16e-22
C24,EXCITATION,Ar,14.213,17.2,2.19e-22
C24,EXCITATION,Ar,14.213,17.3,2.21e-22
C24,EXCITATION,Ar,14.213,17.4,2.23e-22
C24,EXCITATION,Ar,14.213,17.5,2.25e-22
C24,EXCITATION,Ar,14.213,17.6,2.26e-22
C24,EXCITATION,Ar,14.213,17.7,2.28e-22
C24,EXCITATION,Ar,14.213,17.8,2.29e-22
C24,EXCITATION,Ar,14.213,17.9,2.3e-22
C24,EXCITATION,Ar,14.213,18.0,2.31e-22
C24,EXCITATION,Ar,14.213,18.1,2.32e-22
C24,EXCITATION,Ar,14.213,18.2,2.33e-22
C24,EXCITATION,Ar,14.213,18.3,2.34e-22
C24,EXCITATION,Ar,14.213,18.4,2.34e-22
C24,EXCITATION,Ar,14.213,18.5,2.35e-22
C24,EXCITATION,Ar,14.213,18.6,2.35e-22
C24,EXCITATION,Ar,14.213,18.7,2.35e-22
C24,EXCITATION,Ar,14.213,18.8,2.35e-22
C24,EXCITATION,Ar,14.213,18.9,2.35e-22
C24,EXCITATION,Ar,14.213,19.0,2.35e-22
C24,EXCITATION,Ar,14.213,19.1,2.35e-22
C24,EXCITATION,Ar,14.213,19.2,2.35e-22
C24,EXCITATION,Ar,14.213,19.3,2.35e-22
C24,EXCITATION,Ar,14.213,19.4,2.35e-22
C24,EXCITATION,Ar,14.213,19.5,2.34e-22
C24,EXCITATION,Ar,14.213,19.6,2.34e-22
C24,EXCITATION,Ar,14.213,19.7,2.34e-22
C24,EXCITATION,Ar,14.213,19.8,2.33e-22
C24,EXCITATION,Ar,14.213,19.9,2.32e-22
C24,EXCITATION,Ar,14.213,21.0,2.24e-22
C24,EXCITATION,Ar,14.213,22.0,2.13e-22
C24,EXCITATION,Ar,14.213,23.0,2.01e-22
C24,EXCITATION,Ar,14.213,24.0,1.89e-22
C24,EXCITATION,Ar,14.213,25.0,1.77e-22
C24,EXCITATION,Ar,14.213,26.0,1.65e-22
C24,EXCITATION,Ar,14.213,27.0,1.54e-22
C24,EXCITATION,Ar,14.213,28.0,1.44e-22
C24,EXCITATION,Ar,14.213,29.0,1.34e-22
C24,EXCITATION,Ar,14.213,30.0,1.25e-22
C24,EXCITATION,Ar,14.213,31.0,1.17e-22
C24,EXCITATION,Ar,14.213,32.0,1.09e-22
C24,EXCITATION,Ar,14.213,33.0,1.02e-22
C24,EXCITATION,Ar,14.213,34.0,9.49e-23
C24,EXCITATION,Ar,14.213,35.0,8.88e-23
C24,EXCITATION,Ar,14.213,36.0,8.32e-23
C24,EXCITATION,Ar,14.213,37.0,7.8e-23
C24,EXCITATION,Ar,14.213,38.0,7.31e-23
C24,EXCITATION,Ar,14.213,39.0,6.87e-23
C24,EXCITATION,Ar,14.213,40.0,6.46e-23
C24,EXCITATION,Ar,14.213,41.0,6.08e-23
C24,EXCITATION,Ar,14.213,42.0,5.73e-23
C24,EXCITATION,Ar,14.213,43.0,5.4e-23
C24,EXCITATION,Ar,14.213,44.0,5.1e-23
C24,EXCITATION,Ar,14.213,45.0,4.81e-23
C24,EXCITATION,Ar,14.213,55.0,2.86e-23
C24,EXCITATION,Ar,14.213,60.0,2.27e-23
C24,EXCITATION,Ar,14.213,65.0,1.82e-23
C24,EXCITATION,Ar,14.213,70.0,1.49e-23
C24,EXCITATION,Ar,14.213,75.0,1.23e-23
C24,EXCITATION,Ar,14.213,80.0,1.03e-23
C24,EXCITATION,Ar,14.213,85.0,8.7e-24
C24,EXCITATION,Ar,14.213,90.0,7.41e-24
C24,EXCITATION,Ar,14.213,95.0,6.36e-24
C24,EXCITATION,Ar,14.213,100.0,5.5e-24
C25,EXCITATION,Ar,14.236,14.236,0.0
C25,EXCITATION,Ar,14.236,14.3,5.43e-24
C25,EXCITATION,Ar,14.236,14.4,1.37e-23
C25,EXCITATION,Ar,14.236,14.5,2.16e-23
C25,EXCITATION,Ar,14.236,14.6,2.92e-23
C25,EXCITATION,Ar,14.236,14.7,3.65e-23
C25,EXCITATION,Ar,14.236,14.8,4.35e-23
C25,EXCITATION,Ar,14.236,14.9,5.02e-23
C25,EXCITATION,Ar,14.236,15.0,5.66e-23
C25,EXCITATION,Ar,14.236,15.1,6.28e-23
C25,EXCITATION,Ar,14.236,15.2,6.87e-23
C25,EXCITATION,Ar,14.236,15.3,7.43e-23
C25,EXCITATION,Ar,14.236,15.4,7.98e-23
C25,EXCITATION,Ar,14.236,15.5,8.5e-23
C25,EXCITATION,Ar,14.236,15.6,8.99e-23
C25,EXCITATION,Ar,14.236,15.7,9.47e-23
C25,EXCITATION,Ar,14.236,15.8,9.93e-23
C25,EXCITATION,Ar,14.236,15.9,1.04e-22
C25,EXCITATION,Ar,14.236,16.0,1.08e-22
C25,EXCITATION,Ar,14.236,16.1,1.12e-22
C25,EXCITATION,Ar,14.236,16.2,1.16e-22
C25,EXCITATION,Ar,14.236,16.3,1.19e-22
C25,EXCITATION,Ar,14.236,16.4,1.23e-22
C25,EXCITATION,Ar,14.236,16.5,1.26e-22
C25,EXCITATION,Ar,14.236,16.6,1.29e-22
C25,EXCITATION,Ar,14.236,16.7,1.32e-22
C25,EXCITATION,Ar,14.236,16.8,1.35e-22
C25,EXCITATION,Ar,14.236,16.9,1.38e-22
C25,EXCITATION,Ar,14.236,17.0,1.41e-22
C25,EXCITATION,Ar,14.236,17.1,1.43e-22
C25,EXCITATION,Ar,14.236,17.2,1.46e-22
C25,EXCITATION,Ar,14.236,17.3,1.48e-22
C25,EXCITATION,Ar,14.236,17.4,1.5e-22
C25,EXCITATION,Ar,14.236,17.5,1.52e-22
C25,EXCITATION,Ar,14.236,17.6,1.54e-22
C25,EXCITATION,Ar,14.236,17.7,1.56e-22
C25,EXCITATION,Ar,14.236,17.8,1.58e-22
C25,EXCITATION,Ar,14.236,17.9,1.6e-22
C25,EXCITATION,Ar,14.236,18.0,1.62e-22
C25,EXCITATION,Ar,14.236,18.1,1.63e-22
C25,EXCITATION,Ar,14.236,18.2,1.65e-22
C25,EXCITATION,Ar,14.236,18.3,1.66e-22
